PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
4695;Centro Deportivo Municipal La Mina;;"Horario de uso de las instalaciones deportivas                 Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes: de 9,00 a 20,30 horas.  Sbados, domingos y festivos: de 9,00 a 14,30 horas.    Cierre completo del centro    Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-Infantiles  (0 a 3 aos): natacin.   Infantiles : gimnasia rtmica y natacin.   Adultos : acondicionamiento fsico, aerbic, combinada (acondicionamiento fsico/natacin, pilates/natacin), combinada de compensacin, fitness, gimnasia acutica (acuagim), gimnasia de compensacin, gimnasia rtmica , musculacin, natacin, natacin de compensacin, pilates y relax/estiramientos.   Mayores de 65 aos  :  actividad fsica y gimnasia acutica (acuagim).   Personas con discapacidad fsica:  actividad acutica (adultos).    Equipamientos     Superficie total de las instalaciones:  33.295 metros cuadrados.   Unidades deportivas al aire libre:  campo de ftbol, frontn, piscina (1 vaso de 50 metros, 1 vaso de recreo y 1 vaso infantil), 2 pistas de pdel y 2 pistas polideportivas.   Unidades deportivas cubiertas:  pabelln polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseanza), 4 pistas de squash, 1 sala de musculacin y 2 salas multiusos.    Oficina de promocin deportiva: juegos deportivos municipales, torneos y circuitos municipales, copas de primavera, informacin sobre escuelas de promocin deportiva.       Ayudas tcnicas de la accesibilidad:   instalacin adaptada, con gra de piscina.      Columna de rescate cardaco.";"Metro:  Carabanchel , Eugenia de Montijo.   Bus:  17 , 34 , 35 , 113 , 484 ,  481.   Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para   4   bicicletas.    Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=930942be9971c010VgnVCM1000000b205a0aRCRD;MONSEOR OSCAR ROMERO;CALLE;V;41;;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;436638;4470463;4.038.234.955.664.600;-3.746.482.524.823.700;"914 661 278                                                                     
914 661 732";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4707;Centro Deportivo Municipal La Vaguada;;"Horario de uso de las instalaciones deportivas     Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes, de 9 a 20,30 horas.    Cierre completo del centro    Un mes natural en temporada estival  y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases deportivas      Pre-infantiles  (0 a 5 aos): matronatacin y natacin.   Infantiles   (6 a 14 aos): natacin.      Jvenes y personas adultas  (15 a 64 aos): acuagim, gimnasia acutica, fitness acutico, natacin, natacin de compensacin y natacin embarazadas.     Mayores de 65 aos:    natacin.      Equipamientos      Superficie total de las instalaciones:   2.075 metros cuadrados.   Unidades deportivas cubiertas:    piscina (vaso de 25 metros y vaso de enseanza) y sala  de musculacin.     Oficina de promocin deportiva:      responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las Escuelas de Promocin Deportiva.     Ayudas tcnicas para la accesibilidad:  1  gra de piscina.";"Metro:  Barrio del Pilar , Peagrande.    Bus:  42, 49, 67, 83, 128, 134, 137.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e92942be9971c010VgnVCM1000000b205a0aRCRD;MONFORTE DE LEMOS;AVENIDA;S/N;38;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439931;4481139;4.047.876.758.357.450;-37.086.993.281.311.900;914 800 476;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas; 
4834;Centro Deportivo Municipal Lago Casa de Campo;;"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     Apertura 8,30 horas, cierre dependiendo de la luz solar.    Cierre completo del Centro     Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";Clases y escuelas deportivas     Actividades Fsico deportivas para centros escolares:  aula deportiva municipal.        Equipamientos      Superficie total de las instalaciones:   80.100 metros cuadrados.   Unidades deportivas al aire libre:    lago.     Columna de rescate cardaco.;"Metro:  Lago , Puerta del ngel.   Bus:  31 , 33 , 36 , 39 , 65 , 138.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 4bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cd9d79262ef5d010VgnVCM1000000b205a0aRCRD;EMBARCADERO;PASEO;V;8;;;;;MADRID;MADRID;28011;CASA DE CAMPO;MONCLOA-ARAVACA;437942;4474300;40.417.013.097.503.700;-37.314.952.685.679.900;91 464 46 10;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Embarcaderos; 
4538574;Centro Deportivo Municipal Las Cruces;;"Horario de uso de las instalaciones deportivas     Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes de 7 a 14 y de 15 a 22 horas.  Sbados de 9 a 19  horas.  Domingos y festivos de 9 a 14 horas.     Cierre completo del Centro      Das 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles  (0 a3 aos): educacin fsica de base, matronatacin y natacin.   Infantiles     (edad, segn modalidad) : aerbic, baloncesto, balonmano, gimnasia rtmica, ftbol, ftbol sala, judo, natacin, natacin (escuela de iniciacin, competicin), natacin sincronizada, pdel, pre-tenis, tenis y voleibol.   Jvenes:    aerbic, baloncesto, ciclo sala, combinada ( EFP ), ftbol, natacin, natacin (escuela de iniciacin, competicin), pdel, tenis y tonificacin.   Adultos : acondicionamiento fsico/fat burner, aerbic/zumba, aerbic/body jam, carrera acutica (acuarunning), ciclo sala, combinada ( EFP /ciclo犊, fitness acutico, fitnes/body combat, gimnasia acutica, gimnasia acutica (acuagim), gimnasia suave/body balance, gimnasia suave/espalda sana, kick boxing/muay thai , natacin, natacin de compensacin, natacin embarazadas, pdel, pilates, tenis , tonificacin/body pump y yoga.   Mayores 65 aos : actividad fsica, gimnasia acutica, gimnasia acutica (acuagim), gimnasia acutica/acuasalud, gimnasia acutica/acuapilates, gimnasia acutica/acuarelax, natacin y tonificacin.   Personas con discapacidad   : actividad fsica, gimnasia acutica, natacin  y polideportiva.      Equipamientos     Superficie total de las instalaciones:    31.529,58    metros cuadrados.    Unidades deportivas al aire libre:   1 campo de ftbol (csped artificial), 2 campos de ftbol 7, (csped artificial), 1 pista de baloncesto, 6 pistas de pdel, 2 pistas de pdel (cristal) y 5 pistas de tenis.   Unidades deportivas cubiertas:  pabelln polideportivo, piscina (vaso de 25 m y vaso de enseanza), 3 salas multiusos y sala de musculacin.    Solrium.     Ayudas tcnicas para la accesibilidad:   1 ascensor y 1 gra de piscina.";"Metro:  Aluche , Eugenia de Montijo.   Bus:  121 , 131 , 139.   Renfe : Aluche.   Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para  4  bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6a6952ff55b41110VgnVCM1000000b205a0aRCRD;POBLADOS;AVENIDA;V;72;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;435779;4470115;40.379.148.937.377.300;-3.756.554.762.411.960;911 288 330;;lascruces@basicosportcenter.com;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol; 
4619937;Centro Deportivo Municipal Los Prunos;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     D  e lunes a sbado de 9 a 22 horas.     Domingos y festivos de 9 a 15 horas.      Cierre completo del centro    Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Cardiovascular, tonificacin, combinado tono y cardio, cuerpo y mente, y pdel.    Equipamientos      Unidades deportivas al aire libre:  pista polideportiva y 8 pistas de pdel.    Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseanza) , 4 pistas de pdel, sala multiusos (ciclo sala), sala multiusos (gimnasio), 3 salas multiusos, spa y zona termal.    Ayudas tcnicas para la accesibilidad:  con 1 ascensor.";Metro:  Feria de Madrid   Bus:  153   Bicicleta:    El centro dispones de aparcabicicletas exterior con capacidad para 6 bicicletas.;"Forma de gestin:  indirecta, por medio de concesin de la gestin de los servicios   deportivos  AQA los Prunos .   Para acceder a este centro deportivo municipal de gestin indirecta nicamente sern vlidos los abonos adquiridos en este centro.  Se recomienda consultar los precios de  utilizacin de las zonas termales y de spa, en las oficinas del centro deportivo.";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e705dfa167204110VgnVCM1000000b205a0aRCRD;PETUNIAS;CALLE;V;30;;;;;MADRID;MADRID;28042;PALOMAS;HORTALEZA;447540;4478250;40.453.257.453.448.000;-36.186.956.428.199.800;917 432 001;917 432 002;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4681;Centro Deportivo Municipal Luis Aragons;;"Horario de uso de las instalaciones deportivas:     Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     Invierno:  laborables, de 8,30 a 20,45 horas, sbados, domingos y festivos, cerrado.   Verano:  de lunes a domingo, de 8.30 a 20,45 horas.    Cierre completo del centro     Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles  (0 a 3 aos): matronatacin y natacin.   Infantiles  (edad, segn modalidad)  : judo, karate kenpo, natacin, pdel, pre-tenis, tenis, salvamento y socorrismo.     Personas adultas   : aerbic, carrera acutica (acuarunning), fitness, gimnasia acutica (acuagim), judo, karate kenpo, natacin, natacin de compensacin, natacin embarazadas, pdel, pilates y tenis.     Mayores 65 aos:   acondicionamiento fsico y natacin.        Equipamientos         Superficie total de las instalaciones:   61.500 metros cuadrados.     Unidades deportivas al aire libre:      2 campos de ftbol de csped artificial, 2 campos de ftbol-7 de csped artificial, piscinas (vaso 50 metros, 2 vasos de recreo y 1 vaso infantil),  pista de vley playa, pista de tenis, 2 pistas de tenis (de csped artificial), 4 pistas de pdel, y 4 tenis de mesa.       Unidades deportivas cubiertas:   piscina (vaso de 25 metros y vaso de enseanza), sala de artes marciales, sala multiusos (gimnasio) y sala de musculacin.           Oficina de promocin deportiva:     responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.             Ayudas tcnicas para la accesibilidad:   1 gra de piscina.         Columna de rescate cardaco.";"Metro : Canillas.   Bus : 73, 120.   Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para10 bicicletas.     Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;"1,5,6";http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64cd79262ef5d010VgnVCM1000000b205a0aRCRD;EL PROVENCIO;CALLE;V;20;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;446795;4479520;40.464.650.948.053.800;-36.275.877.145.025.800;913 003 612 ;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
121729;Centro Deportivo Municipal Marqus de Samaranch;;"Horario de uso de las instalaciones deportivas:     Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes, de 8,30 a 21 horas.  Sbados y domingos, de 9 a 14,30 horas.  Festivos, cerrado.    Cierre completo del centro    Mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles  (2 a 5 aos): natacin y polideportiva/educacin fsica de base.   Infantiles : bdminton, karate kenpo, natacin, polideportiva y voleibol.   Jvenes y personas adultas:   aerbic, acondicionamiento nadadores, bdminton, fitness, fitness acutico, gimnasia acutica (acuagim), gimnasia de compensacin, natacin, natacin de compensacin/salud, natacin embarazadas, pilates, voleibol, salvamento acutico y salvamento y socorrismo.      Mayores de 65 aos:  acondicionamiento nadadores, fitness, gimnasia acutica (acuagim) y natacin.        Personas con discapacidad fsica:   natacin (adulta e infantil).            Personas con discapacidad intelectual:   natacin (adulta e infantil)  .          Equipamientos     Unidades deportivas al aire libre:  campo de ftbol de csped artificial y 4 pistas de pdel.   Unidades deportivas cubiertas:    pabelln polideportivo, piscina (vaso de 25 metros y vaso de enseanza), sala de musculacin, 2 saunas y sala multiusos.     Servicios auxiliares:   aula.     Oficina de promocin deportiva (distrito centro)   juegos deportivos municipales, torneos y circuitos municipales, copas de primavera informacin sobre escuelas de promocin deportiva.    Ayuda tcnicas para la accesibilidad:  2 gras de piscina.   Columna de rescate cardaco.";"Metro : Puerta de Toledo , Pirmides.   Bus:  17, 36, 41, C, 62.   Renfe:  Pirmides.   Bicicleta:   el centro dispone de   aparca bicicletas exterior    con capacidad para 5 bicicletas.     Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;"1,5,6";http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b00e8ae8d81c010VgnVCM1000000b205a0aRCRD;IMPERIAL;PASEO;V;20;;;;;MADRID;MADRID;28005;IMPERIAL;ARGANZUELA;439131;4473248;4.040.761.501.410.640;-37.173.807.221.939.100;913 642 240;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4701827;Centro Deportivo Municipal Miguel Guilln Prim;;"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 9 a 21 horas.  Sbados, domingos y festivos, cerrado.    Cierre completo del Centro    Mes agosto y durante los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Infantiles  (6 a 14 aos, segn modalidades): ftbol sala y taekwondo.   Jvenes y personas adultas    (21 a 64 aos): acondicionamiento fsico deportivo y musculacin.     Mayores de 65 aos:    actividad fsica.      Equipamientos       Superficie total de las instalaciones:    8.400 metros cuadrados.   Unidades deportivas al aire libre:  c ampos de ftbol-7 de csped artificial.     Unidades deportivas cubiertas:  pabelln polideportivo y sala de musculacin.     Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.    Ayudas tcnicas para la accesibilidad:    instalacin adaptada.     Columna rescate cardaco.";"Bus:   54, 103, 142.   Metro : Congosto.   Renfe:  Vallecas.   Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para 10 bicicletas.     Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones  .";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ecd237c71d4a6110VgnVCM1000000b205a0aRCRD;FUENTIDUEA;CALLE;V;6;;;;ESQUINA CALLE PUERTO PORZUNA;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447099;4469435;4.037.381.855.452.160;-3.623.151.468.598.150;913 053 451;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4673;Centro Deportivo Municipal Moratalaz;;"Horario de uso de las instalaciones deportivas                        Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a domingo, de 9 a 20:30 horas    Cierre completo del centro     Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles  (0 a 3 aos): natacin.   Infantiles  (edad, segn modalidad): atletismo, baloncesto, hbitos saludables, ftbol,  ftbol sala, gimnasia rtmica, judo, karate shyto, natacin, patinaje, polideportiva, tenis y tiro con arco.   Jvenes y personas adultas : aerbic,  atletismo juvenil, ciclo sala, combinada (fitness/ciclo sala), ftbol (masculino y femenino), gap (glteos, abdomen, piernas), gimnasia acutica (acuagim), hbitos saludables, judo, karate shyto, natacin , natacin embarazadas, pdel, pilates, tenis y tonificacin (con pesas).   Mayores 65 aos : acondicionamiento fsico, gimnasia acutica (acuagim), natacin, natacin de compensacin y pilates.   Personas con discapacidad   : atletismo y natacin.      Equipamientos     Superficie total de las instalaciones:  108.300 metros cuadrados.   Unidades deportivas cubiertas:   pabelln polideportivo, piscina (vaso de 25 metros), sala de musculacin, sala de artes marciales y sala multiusos (psicomotricidad, sala multiusos (ciclo sala).    Unidades deportivas al aire libre:   campo de ftbol (de csped artificial), 3 pistas de ftbol sala, campo de tiro con arco, 2 frontones (largos), piscina (3 vasos de 50 metros y una vaso infantil), pista de atletismo, pista de baloncesto, pista de patinaje, 4 pistas de pdel, 6 pistas de tenis y 1 pista de vley playa.     Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.     Servicio de medicina deportiva:  reconocimientos mdicos para deportistas y psicomotricidad.     Unidades con servicios auxiliares:    sala de reconocimientos mdicos.     Ayudas tcnicas para la accesibilidad:   1 ascensor y 2 gras de piscina.     Columna de rescate cardaco.";"Metro:  Pavones.   Bus:  8, 20, 32, 71, 142, 144.   Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para      interior (10), exterior (8) bicicletas.     Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dc9942be9971c010VgnVCM1000000b205a0aRCRD;VALDEBERNARDO;CALLE;V;2;;;;;MADRID;MADRID;28030;PAVONES;MORATALAZ;446331;4472220;4.039.885.854.572.330;-3.632.432.290.214.530;"917 727 100                                                                                                                                     
- 917 727 121                                            
- Verano: 914 801 853                                                                                           
";;idmmoratalaz@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4691;Centro Deportivo Municipal Moscard;;"Horario de uso de instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro .    Horario de taquilla    De lunes a viernes, de 10:00 a  19:45 horas  Sbados, domingos y festivos, de 10 a 14 horas    Cierre completo del centro     Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Infantiles  natacin, pdel y waterpolo.   Jvenes y personas adultas   acuagim, aerbic, bailes de saln, combinada, natacin, pdel y pilates.    Mayores de 65 aos  : actividad acutica y combinada.     Equipamientos      Superficie total de las instalaciones   13.800 metros cuadrados.   Unidades deportivas al aire libre:   piscina (vaso de 50 metros y vaso infantil), 2 pistas de pdel y 1 pista de vley playa.     Unidades deportivas cubiertas:   piscina (vaso de 25 metros y vaso de enseanza) y 2 salas multiusos (gimnasios).     Ayudas tcnicas para la accesibilidad:    2 gras de piscina.";"Metro:  Usera.   Bus:  6, 47, 60.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23c942be9971c010VgnVCM1000000b205a0aRCRD;ANDRES ARTEAGA;CALLE;V;5;;;;;MADRID;MADRID;28026;MOSCARDO;USERA;440053;4471118;4.038.850.290.426.960;-3.706.303.079.808.020;915 003 940;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4693;Centro Deportivo Municipal Orcasitas;;"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a domingo, de 9 a 20,30 horas.    Cierre completo del centro     Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-Infantiles  (0 a 3 aos) y   (3 a 5 aos, segn modalidades): matronatacin y natacin.   Infantiles  (6 a 14 aos, segn modalidades): atletismo, baloncesto, defensa personal y artes marciales, gimnasia rtmica, natacin, pdel y tenis.   Jvenes y personas adultas  (de 15 a 20 aos, segn modalidades): baloncesto, defensa personal y artes marciales, natacin, pdel y salvamento acutico.   Adultos  (21 a 64 aos): acondicionamiento fsico deportivo, acuagim, aerbic, bous, combinada  (aerbic/step, fitness/natacin), fitness, gap (glteos, abdomen, piernas), gimnasia de compensacin, natacin, natacin de compensacin, natacin embarazadas, pdel, pilates y tenis.   Mayores de 65 aos:   actividad fsica, acuagim y natacin.    Actividades para personas con discapacidad sensorial  (sordos) :  atletismo (infantil).    Equipamientos      Superficie total de las instalaciones:   10.200 metros cuadrados.     Unidades deportivas al aire libre:      3 campos de ftbol (de csped artificial), campo de ftbol 7 (de csped artificial), piscina (2 vasos de 50 m. y vaso infantil), pista de atletismo, 5 pistas de pdel, 2 pistas polideportivas, 8 pistas de tenis y 1 pista de vley playa.       Unidades deportivas cubiertas:   pabelln Jess Rolln, piscina (vaso 25 metros y vaso de enseanza), 2 salas de musculacin, sala multiusos (aerbic), sala multiusos (gimnasio) y sala multiusos.      Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.   Ayudas tcnicas a la accesibilidad:  instalacin practicable, con 1 ascensor y 1 gra de piscina.   Columna de rescate cardaco.";"Metro:  Plaza Elptica.   Bus : 6, 60, 78, 81, 116, 121, 131.   Renfe:  Doce de Octubre, Orcasitas.   Bicicleta:   el centro dispone de   aparca bicicletas exterior    con capacidad para 10 bicicletas.     Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;"2,5,6";http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a11e79262ef5d010VgnVCM1000000b205a0aRCRD;RAFAELA YBARRA;AVENIDA;V;52;;;;;MADRID;MADRID;28026;ZOFIO;USERA;439519;4469689;4.037.558.213.858.420;-371.245.854.352.948;914 692 374;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4690;Centro Deportivo Municipal Orcasur;;"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 8,45 a 20,30 horas  Sbados, domingos y festivos, de 8,45 a 14,30 horas.    Cierre completo del centro    El mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles  (3 a 5 aos): natacin y matronatacin.   Infantiles  (6 a 14 aos, segn modalidades): natacin y pdel.   Jvenes y personas adultas:  (15 a 64 aos): acondicionamiento fsico deportivo, natacin, pdel y pilates.   Mayores de 65 aos:  actividad fsica, gimnasia acutica, natacin y pilates.    Equipamientos       Superficie total de las instalaciones:    22.500 metros cuadrados.   Unidades deportivas al aire libre:   2 campos de ftbol-7 de csped artificial, frontn (largo), 2 pistas de pdel, pista de ftbol sala, pista de tenis y 4 tenis mesa.     Unidades deportivas cubiertas:  pabelln polideportivo, piscina (vaso de 25 m.), sala de musculacin y sala multiusos.    Ayudas tcnicas para la accesibilidad:   1 gra de piscina.";"Bus:   78, 116   Renfe:  Orcasitas.   Metro:    San Fermn - Orcasur.     Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para 5 bicicletas.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=483e79262ef5d010VgnVCM1000000b205a0aRCRD;MOREJA;CALLE;V;11;;;;;MADRID;MADRID;28041;ORCASUR;USERA;440727;4469292;4.037.021.993.373.850;-36.994.689.006.077.400;913 171 062;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4684794;Centro Deportivo Municipal Pabelln Villa de Madrid;;"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.";;"Bus:  105 , 112 , 114 , 115 , 151";"Equipamientos     Unidades deportivas cubiertas:  1 pista polivalente, y 1 sala de esgrima.   Ayudas tnicas para la accesibilidad:  1 ascensor.   Columna de rescate cardaco";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e67668e4a336110VgnVCM1000000b205a0aRCRD;BREZOS;CALLE;V;6;;;;c/v calle Antonio Sancha;MADRID;MADRID;28042;ALAMEDA DE OSUNA;BARAJAS;450054;4479144;4.046.145.708.324.950;-35.891.069.291.726.100;;;;; 
